 -----------------------------------------------------------------------

                        WAMIT  Version 7.41(x64)       

     Copyright (c) 1999-2022 WAMIT Incorporated                        
     Copyright (c) 1998 Massachusetts Institute of Technology          

 -----------------------------------------------------------------------

     The WAMIT software performs computations of wave interactions with
     floating or submerged vessels.  WAMIT is a registered trademark of
     WAMIT Incorporated.  This copy of the WAMIT software is licensed to 

            College of Engineering                          
            Oregon State University                         
            Corvallis, Oregon USA                           
             
     For educational use.                  Release date: 31 Oct 2022

 -----------------------------------------------------------------------


 Low-order panel method  (ILOWHI=0)                                     
                                                                        
 Input from Geometric Data File:         spar_D1_14m.gdf                
 Rhino->WAMIT file export (mesh)                                        
                                                                        
 Input from Potential Control File:      spar.pot                       
 spar.pot -- file type .gdf, ILOWHI=0, IRR=1                            
                                                                        
                                                                        
 POTEN run date and starting time:        06-Jun-2025  --  09:49:27     
     4     5  -5.381229E-05  -5.861384E-07
     4     6  -2.936500E-04  -1.324241E-06
     5     1   3.249726E-02   1.422589E-04
     5     2   9.073727E-05   4.736362E-06
     5     3  -5.539681E-03  -6.898593E-06
     5     4  -2.434130E-05  -1.053646E-06
     5     5   4.008772E-02   3.110794E-05
     5     6  -3.171252E-05  -9.970379E-08
     6     1  -1.279921E-04  -6.510151E-07
     6     2   1.152270E-03   5.847106E-06
     6     3   1.721450E-07   1.771042E-09
     6     4  -2.922836E-04  -1.277268E-06
     6     5  -3.251138E-05  -1.418288E-07
     6     6   1.049888E-05   5.326840E-08




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   9.398524E-02             90
     2   1.925196E-05           -143
     3   7.092343E-02           -179
     4   3.899493E-04           -101
     5   2.058139E-02             88
     6   9.414081E-05            -91


 ************************************************************************

 Wave period (sec) =  3.695991E+00        Wavenumber (kL) =  3.772033E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.280874E-01   7.579299E-04
     1     2  -7.010040E-07  -3.318686E-07
     1     3   5.065376E-06  -4.653975E-08
     1     4  -4.455230E-06   1.756679E-08
     1     5   3.247907E-02   1.664928E-04
     1     6  -1.281171E-04  -7.612906E-07
     2     1   7.135295E-06  -8.675975E-08
     2     2   1.280901E-01   7.576143E-04
     2     3   1.992827E-05   2.309830E-07
     2     4  -3.249304E-02  -1.665817E-04
     2     5  -2.200275E-06   1.129650E-08
     2     6   1.152753E-03   6.817736E-06
     3     1  -2.620284E-04  -1.384590E-05
     3     2   4.926275E-04   2.543732E-05
     3     3   6.121737E-01   9.763744E-04
     3     4   9.740060E-04  -4.356990E-06
     3     5  -5.386245E-03  -1.175271E-05
     3     6   4.676177E-06   2.427504E-07
     4     1  -4.362157E-05  -3.010629E-06
     4     2  -3.264927E-02  -1.728681E-04
     4     3   6.836077E-04   6.678479E-07
     4     4   3.982306E-02   3.801241E-05
     4     5  -5.381984E-05  -6.738913E-07
     4     6  -2.937987E-04  -1.552615E-06
     5     1   3.251383E-02   1.669420E-04
     5     2   9.068570E-05   5.395311E-06
     5     3  -5.542223E-03  -9.039324E-06
     5     4  -2.434886E-05  -1.209463E-06
     5     5   4.009254E-02   3.675170E-05
     5     6  -3.172943E-05  -1.184644E-07
     6     1  -1.280467E-04  -7.590971E-07
     6     2   1.152761E-03   6.817967E-06
     6     3   1.723548E-07   2.137924E-09
     6     4  -2.924330E-04  -1.499056E-06
     6     5  -3.252793E-05  -1.664759E-07
     6     6   1.050336E-05   6.211322E-08




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   9.820450E-02             89
     2   1.963402E-05           -143
     3   7.865188E-02           -179
     4   4.003264E-04           -103
     5   2.164464E-02             88
     6   9.836374E-05            -91


 ************************************************************************

 Wave period (sec) =  3.490658E+00        Wavenumber (kL) =  4.070837E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.281390E-01   8.785584E-04
     1     2  -6.948831E-07  -3.796813E-07
     1     3   5.045891E-06  -5.712809E-08
     1     4  -4.453348E-06   2.157480E-08
     1     5   3.249550E-02   1.943606E-04
     1     6  -1.281686E-04  -8.824080E-07
     2     1   7.141420E-06  -9.825341E-08
     2     2   1.281418E-01   8.781948E-04
     2     3   1.995385E-05   2.746210E-07
     2     4  -3.250949E-02  -1.944679E-04
     2     5  -2.205221E-06   1.114389E-08
     2     6   1.153218E-03   7.902860E-06
     3     1  -2.617924E-04  -1.571087E-05
     3     2   4.922387E-04   2.884317E-05
     3     3   6.124616E-01   1.263375E-03
     3     4   9.743724E-04  -4.782711E-06
     3     5  -5.388771E-03  -1.473796E-05
     3     6   4.672303E-06   2.752707E-07
     4     1  -4.354953E-05  -3.396652E-06
     4     2  -3.266559E-02  -2.015742E-04
     4     3   6.838312E-04   9.039213E-07
     4     4   3.982794E-02   4.463809E-05
     4     5  -5.380983E-05  -7.667996E-07
     4     6  -2.939457E-04  -1.810536E-06
     5     1   3.253026E-02   1.948662E-04
     5     2   9.057963E-05   6.097048E-06
     5     3  -5.544759E-03  -1.166318E-05
     5     4  -2.434779E-05  -1.378926E-06
     5     5   4.009752E-02   4.321302E-05
     5     6  -3.174684E-05  -1.400937E-07
     6     1  -1.280983E-04  -8.798817E-07
     6     2   1.153226E-03   7.903125E-06
     6     3   1.724881E-07   2.541164E-09
     6     4  -2.925807E-04  -1.750010E-06
     6     5  -3.254438E-05  -1.943578E-07
     6     6   1.050759E-05   7.199948E-08




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.021168E-01             89
     2   2.001445E-05           -143
     3   8.643148E-02           -179
     4   4.080840E-04           -104
     5   2.266582E-02             87
     6   1.022786E-04            -91


 ************************************************************************

 Wave period (sec) =  3.306939E+00        Wavenumber (kL) =  4.385457E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.281858E-01   1.012748E-03
     1     2  -6.867413E-07  -4.319149E-07
     1     3   5.061258E-06  -7.008475E-08
     1     4  -4.446648E-06   2.521015E-08
     1     5   3.251141E-02   2.257753E-04
     1     6  -1.282154E-04  -1.017114E-06
     2     1   7.136408E-06  -1.139045E-07
     2     2   1.281885E-01   1.012333E-03
     2     3   1.998459E-05   3.238383E-07
     2     4  -3.252543E-02  -2.259052E-04
     2     5  -2.204736E-06   1.046898E-08
     2     6   1.153639E-03   9.109993E-06
     3     1  -2.614059E-04  -1.763626E-05
     3     2   4.915185E-04   3.245519E-05
     3     3   6.127527E-01   1.613497E-03
     3     4   9.747894E-04  -5.200106E-06
     3     5  -5.391340E-03  -1.832550E-05
     3     6   4.665788E-06   3.096194E-07
     4     1  -4.343946E-05  -3.802164E-06
     4     2  -3.268127E-02  -2.338673E-04
     4     3   6.841462E-04   1.203277E-06
     4     4   3.983297E-02   5.219096E-05
     4     5  -5.379716E-05  -8.671349E-07
     4     6  -2.940870E-04  -2.100763E-06
     5     1   3.254615E-02   2.263383E-04
     5     2   9.038933E-05   6.830521E-06
     5     3  -5.547380E-03  -1.486251E-05
     5     4  -2.432047E-05  -1.559426E-06
     5     5   4.010255E-02   5.059166E-05
     5     6  -3.176447E-05  -1.649721E-07
     6     1  -1.281451E-04  -1.014271E-06
     6     2   1.153647E-03   9.110295E-06
     6     3   1.727692E-07   2.996821E-09
     6     4  -2.927243E-04  -2.032921E-06
     6     5  -3.256030E-05  -2.257926E-07
     6     6   1.051143E-05   8.299738E-08




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.057042E-01             89
     2   2.031575E-05           -144
     3   9.416959E-02           -180
     4   4.133002E-04           -106
     5   2.364193E-02             87
     6   1.058674E-04            -91


 ************************************************************************

 Wave period (sec) =  3.141592E+00        Wavenumber (kL) =  4.717416E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.282256E-01   1.161157E-03
     1     2  -6.772188E-07  -4.869337E-07
     1     3   5.029069E-06  -8.371535E-08
     1     4  -4.447546E-06   3.046671E-08
     1     5   3.252629E-02   2.610243E-04
     1     6  -1.282552E-04  -1.166090E-06
     2     1   7.161503E-06  -1.259387E-07
     2     2   1.282282E-01   1.160689E-03
     2     3   2.000488E-05   3.833902E-07
     2     4  -3.254031E-02  -2.611788E-04
     2     5  -2.210488E-06   9.225571E-09
     2     6   1.153996E-03   1.044508E-05
     3     1  -2.607420E-04  -1.971603E-05
     3     2   4.903784E-04   3.618951E-05
     3     3   6.130341E-01   2.033955E-03
     3     4   9.753231E-04  -5.557984E-06
     3     5  -5.393753E-03  -2.256187E-05
     3     6   4.654458E-06   3.453872E-07
     4     1  -4.328328E-05  -4.216397E-06
     4     2  -3.269586E-02  -2.700289E-04
     4     3   6.844418E-04   1.577959E-06
     4     4   3.983785E-02   6.076475E-05
     4     5  -5.377134E-05  -9.716631E-07
     4     6  -2.942182E-04  -2.425746E-06
     5     1   3.256095E-02   2.616469E-04
     5     2   9.010331E-05   7.587625E-06
     5     3  -5.549911E-03  -1.870894E-05
     5     4  -2.427533E-05  -1.747719E-06
     5     5   4.010751E-02   5.898447E-05
     5     6  -3.178192E-05  -1.934851E-07
     6     1  -1.281846E-04  -1.162850E-06
     6     2   1.154004E-03   1.044542E-05
     6     3   1.730230E-07   3.543136E-09
     6     4  -2.928583E-04  -2.350356E-06
     6     5  -3.257524E-05  -2.610673E-07
     6     6   1.051469E-05   9.516102E-08




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.089493E-01             89
     2   2.048566E-05           -144
     3   1.017591E-01           -180
     4   4.157550E-04           -107
     5   2.456979E-02             87
     6   1.091128E-04            -91


 ************************************************************************

 Wave period (sec) =  2.991993E+00        Wavenumber (kL) =  5.068261E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.282554E-01   1.324122E-03
     1     2  -6.725732E-07  -5.450471E-07
     1     3   5.031878E-06  -9.763789E-08
     1     4  -4.447618E-06   3.603181E-08
     1     5   3.253953E-02   3.003407E-04
     1     6  -1.282849E-04  -1.329636E-06
     2     1   7.147039E-06  -1.400193E-07
     2     2   1.282582E-01   1.323596E-03
     2     3   2.001451E-05   4.452613E-07
     2     4  -3.255357E-02  -3.005250E-04
     2     5  -2.207231E-06   7.106149E-09
     2     6   1.154266E-03   1.191114E-05
     3     1  -2.598436E-04  -2.177784E-05
     3     2   4.887037E-04   4.002313E-05
     3     3   6.132931E-01   2.529250E-03
     3     4   9.758465E-04  -5.877729E-06
     3     5  -5.395893E-03  -2.747854E-05
     3     6   4.638869E-06   3.820757E-07
     4     1  -4.303854E-05  -4.641812E-06
     4     2  -3.270870E-02  -3.102727E-04
     4     3   6.847008E-04   2.016947E-06
     4     4   3.984255E-02   7.045129E-05
     4     5  -5.373122E-05  -1.079498E-06
     4     6  -2.943340E-04  -2.787499E-06
     5     1   3.257415E-02   3.010212E-04
     5     2   8.970505E-05   8.355970E-06
     5     3  -5.552202E-03  -2.323887E-05
     5     4  -2.421021E-05  -1.946922E-06
     5     5   4.011222E-02   6.848350E-05
     5     6  -3.179861E-05  -2.259710E-07
     6     1  -1.282147E-04  -1.326007E-06
     6     2   1.154275E-03   1.191154E-05
     6     3   1.731536E-07   4.131252E-09
     6     4  -2.929777E-04  -2.704444E-06
     6     5  -3.258841E-05  -3.004190E-07
     6     6   1.051714E-05   1.085180E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.118360E-01             89
     2   2.056657E-05           -145
     3   1.090905E-01           -180
     4   4.156813E-04           -109
     5   2.544615E-02             87
     6   1.119985E-04            -91


 ************************************************************************

 Wave period (sec) =  2.855993E+00        Wavenumber (kL) =  5.439526E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.282728E-01   1.501503E-03
     1     2  -6.450300E-07  -6.056009E-07
     1     3   5.022812E-06  -1.142907E-07
     1     4  -4.447265E-06   4.200012E-08
     1     5   3.255040E-02   3.438695E-04
     1     6  -1.283019E-04  -1.507633E-06
     2     1   7.159355E-06  -1.544036E-07
     2     2   1.282755E-01   1.500919E-03
     2     3   2.002288E-05   5.150614E-07
     2     4  -3.256443E-02  -3.440877E-04
     2     5  -2.215726E-06   4.376833E-09
     2     6   1.154423E-03   1.350692E-05
     3     1  -2.586494E-04  -2.386621E-05
     3     2   4.865061E-04   4.385764E-05
     3     3   6.135123E-01   3.104015E-03
     3     4   9.764499E-04  -6.112766E-06
     3     5  -5.397623E-03  -3.314084E-05
     3     6   4.617587E-06   4.185853E-07
     4     1  -4.276142E-05  -5.051641E-06
     4     2  -3.271898E-02  -3.547290E-04
     4     3   6.848580E-04   2.534694E-06
     4     4   3.984674E-02   8.132557E-05
     4     5  -5.366541E-05  -1.190970E-06
     4     6  -2.944269E-04  -3.187136E-06
     5     1   3.258500E-02   3.446013E-04
     5     2   8.921498E-05   9.116000E-06
     5     3  -5.554182E-03  -2.848121E-05
     5     4  -2.410657E-05  -2.148707E-06
     5     5   4.011656E-02   7.917506E-05
     5     6  -3.181388E-05  -2.627268E-07
     6     1  -1.282318E-04  -1.503587E-06
     6     2   1.154430E-03   1.350736E-05
     6     3   1.732184E-07   4.773007E-09
     6     4  -2.930753E-04  -3.096483E-06
     6     5  -3.259938E-05  -3.439894E-07
     6     6   1.051857E-05   1.230570E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.143498E-01             89
     2   2.076800E-05           -147
     3   1.160377E-01           -180
     4   4.128700E-04           -111
     5   2.626751E-02             87
     6   1.145103E-04            -91


 ************************************************************************

 Wave period (sec) =  2.731820E+00        Wavenumber (kL) =  5.832686E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.282742E-01   1.692523E-03
     1     2  -6.011869E-07  -6.675412E-07
     1     3   5.014052E-06  -1.328426E-07
     1     4  -4.448473E-06   4.850414E-08
     1     5   3.255801E-02   3.916224E-04
     1     6  -1.283031E-04  -1.699279E-06
     2     1   7.168390E-06  -1.707075E-07
     2     2   1.282769E-01   1.691879E-03
     2     3   2.005097E-05   5.984730E-07
     2     4  -3.257208E-02  -3.918794E-04
     2     5  -2.222337E-06   5.024443E-10
     2     6   1.154435E-03   1.522546E-05
     3     1  -2.570766E-04  -2.586149E-05
     3     2   4.836794E-04   4.763050E-05
     3     3   6.136733E-01   3.756615E-03
     3     4   9.772185E-04  -6.261695E-06
     3     5  -5.398704E-03  -3.947077E-05
     3     6   4.591179E-06   4.544081E-07
     4     1  -4.240278E-05  -5.452259E-06
     4     2  -3.272589E-02  -4.033781E-04
     4     3   6.850878E-04   3.131817E-06
     4     4   3.985036E-02   9.343724E-05
     4     5  -5.359442E-05  -1.299701E-06
     4     6  -2.944894E-04  -3.624575E-06
     5     1   3.259256E-02   3.924086E-04
     5     2   8.859306E-05   9.846050E-06
     5     3  -5.555513E-03  -3.442611E-05
     5     4  -2.398325E-05  -2.348788E-06
     5     5   4.012033E-02   9.110397E-05
     5     6  -3.182708E-05  -3.039740E-07
     6     1  -1.282332E-04  -1.694822E-06
     6     2   1.154442E-03   1.522592E-05
     6     3   1.735053E-07   5.551506E-09
     6     4  -2.931443E-04  -3.526580E-06
     6     5  -3.260709E-05  -3.917945E-07
     6     6   1.051869E-05   1.387142E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.164782E-01             89
     2   2.059145E-05           -148
     3   1.224844E-01            180
     4   4.075378E-04           -112
     5   2.703005E-02             87
     6   1.166349E-04            -91


 ************************************************************************

 Wave period (sec) =  2.617994E+00        Wavenumber (kL) =  6.249094E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.282561E-01   1.895619E-03
     1     2  -5.877064E-07  -7.282284E-07
     1     3   4.993315E-06  -1.530207E-07
     1     4  -4.448580E-06   5.643688E-08
     1     5   3.256148E-02   4.434298E-04
     1     6  -1.282846E-04  -1.902988E-06
     2     1   7.194367E-06  -1.834602E-07
     2     2   1.282589E-01   1.894912E-03
     2     3   2.006418E-05   6.801465E-07
     2     4  -3.257556E-02  -4.437297E-04
     2     5  -2.221843E-06  -4.747625E-09
     2     6   1.154272E-03   1.705266E-05
     3     1  -2.551922E-04  -2.780898E-05
     3     2   4.803055E-04   5.117643E-05
     3     3   6.137539E-01   4.482036E-03
     3     4   9.779865E-04  -6.301907E-06
     3     5  -5.399128E-03  -4.645766E-05
     3     6   4.558670E-06   4.884106E-07
     4     1  -4.198123E-05  -5.814383E-06
     4     2  -3.272849E-02  -4.560272E-04
     4     3   6.851620E-04   3.793249E-06
     4     4   3.985312E-02   1.067930E-04
     4     5  -5.350956E-05  -1.404688E-06
     4     6  -2.945136E-04  -4.098013E-06
     5     1   3.259593E-02   4.442599E-04
     5     2   8.784366E-05   1.052268E-05
     5     3  -5.556273E-03  -4.104174E-05
     5     4  -2.383162E-05  -2.542984E-06
     5     5   4.012325E-02   1.042890E-04
     5     6  -3.183720E-05  -3.497498E-07
     6     1  -1.282148E-04  -1.898102E-06
     6     2   1.154281E-03   1.705317E-05
     6     3   1.735197E-07   6.300013E-09
     6     4  -2.931758E-04  -3.993211E-06
     6     5  -3.261055E-05  -4.436667E-07
     6     6   1.051721E-05   1.553617E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.182108E-01             89
     2   2.055591E-05           -149
     3   1.282950E-01            180
     4   3.996695E-04           -114
     5   2.773005E-02             87
     6   1.183629E-04            -91


 ************************************************************************

 Wave period (sec) =  2.513274E+00        Wavenumber (kL) =  6.689924E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.282153E-01   2.108331E-03
     1     2  -5.372876E-07  -7.878957E-07
     1     3   4.992689E-06  -1.786993E-07
     1     4  -4.451665E-06   6.410401E-08
     1     5   3.255986E-02   4.989036E-04
     1     6  -1.282435E-04  -2.116292E-06
     2     1   7.202094E-06  -1.962894E-07
     2     2   1.282181E-01   2.107564E-03
     2     3   2.003355E-05   7.712597E-07
     2     4  -3.257393E-02  -4.992509E-04
     2     5  -2.227005E-06  -1.157943E-08
     2     6   1.153906E-03   1.896644E-05
     3     1  -2.529966E-04  -2.952203E-05
     3     2   4.762076E-04   5.435436E-05
     3     3   6.137351E-01   5.266986E-03
     3     4   9.787565E-04  -6.216654E-06
     3     5  -5.398508E-03  -5.393966E-05
     3     6   4.519473E-06   5.186918E-07
     4     1  -4.148670E-05  -6.130748E-06
     4     2  -3.272586E-02  -5.122539E-04
     4     3   6.852212E-04   4.517871E-06
     4     4   3.985474E-02   1.213519E-04
     4     5  -5.340697E-05  -1.501735E-06
     4     6  -2.944906E-04  -4.603701E-06
     5     1   3.259419E-02   4.997710E-04
     5     2   8.697828E-05   1.111889E-05
     5     3  -5.556117E-03  -4.819026E-05
     5     4  -2.364497E-05  -2.724079E-06
     5     5   4.012502E-02   1.186924E-04
     5     6  -3.184325E-05  -3.999116E-07
     6     1  -1.281738E-04  -2.110995E-06
     6     2   1.153914E-03   1.896698E-05
     6     3   1.733367E-07   7.144564E-09
     6     4  -2.931608E-04  -4.492880E-06
     6     5  -3.260897E-05  -4.992201E-07
     6     6   1.051387E-05   1.727981E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.195400E-01             89
     2   2.026896E-05           -151
     3   1.333655E-01            179
     4   3.893903E-04           -116
     5   2.836305E-02             86
     6   1.196868E-04            -91


 ************************************************************************

 Wave period (sec) =  2.416610E+00        Wavenumber (kL) =  7.156118E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.281488E-01   2.327278E-03
     1     2  -4.794765E-07  -8.430760E-07
     1     3   5.002585E-06  -2.011002E-07
     1     4  -4.451027E-06   7.248580E-08
     1     5   3.255216E-02   5.574065E-04
     1     6  -1.281765E-04  -2.335794E-06
     2     1   7.206518E-06  -2.076547E-07
     2     2   1.281517E-01   2.326456E-03
     2     3   2.002411E-05   8.663546E-07
     2     4  -3.256623E-02  -5.578051E-04
     2     5  -2.230012E-06  -1.836815E-08
     2     6   1.153309E-03   2.093638E-05
     3     1  -2.504656E-04  -3.100957E-05
     3     2   4.716461E-04   5.708886E-05
     3     3   6.135947E-01   6.093241E-03
     3     4   9.794849E-04  -6.005721E-06
     3     5  -5.396829E-03  -6.174550E-05
     3     6   4.475826E-06   5.447072E-07
     4     1  -4.094487E-05  -6.384914E-06
     4     2  -3.271702E-02  -5.713909E-04
     4     3   6.851198E-04   5.272102E-06
     4     4   3.985495E-02   1.370077E-04
     4     5  -5.328372E-05  -1.586660E-06
     4     6  -2.944117E-04  -5.135639E-06
     5     1   3.258643E-02   5.583036E-04
     5     2   8.600895E-05   1.160701E-05
     5     3  -5.554858E-03  -5.569804E-05
     5     4  -2.343562E-05  -2.883528E-06
     5     5   4.012546E-02   1.342156E-04
     5     6  -3.184423E-05  -4.540800E-07
     6     1  -1.281075E-04  -2.330105E-06
     6     2   1.153317E-03   2.093698E-05
     6     3   1.731561E-07   8.039223E-09
     6     4  -2.930916E-04  -5.019848E-06
     6     5  -3.260123E-05  -5.578019E-07
     6     6   1.050842E-05   1.907462E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.204617E-01             89
     2   2.024138E-05           -153
     3   1.375881E-01            179
     4   3.770718E-04           -118
     5   2.892490E-02             86
     6   1.206019E-04            -91


 ************************************************************************

 Wave period (sec) =  2.327106E+00        Wavenumber (kL) =  7.648332E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.280545E-01   2.548231E-03
     1     2  -4.289614E-07  -8.919372E-07
     1     3   5.012233E-06  -2.228662E-07
     1     4  -4.458949E-06   8.029617E-08
     1     5   3.253754E-02   6.180520E-04
     1     6  -1.280812E-04  -2.557241E-06
     2     1   7.239041E-06  -2.174893E-07
     2     2   1.280574E-01   2.547358E-03
     2     3   1.999228E-05   9.643536E-07
     2     4  -3.255160E-02  -6.185045E-04
     2     5  -2.232749E-06  -2.685261E-08
     2     6   1.152460E-03   2.292441E-05
     3     1  -2.477276E-04  -3.213622E-05
     3     2   4.665728E-04   5.918946E-05
     3     3   6.133219E-01   6.934763E-03
     3     4   9.802773E-04  -5.665772E-06
     3     5  -5.393822E-03  -6.962554E-05
     3     6   4.427592E-06   5.648042E-07
     4     1  -4.035252E-05  -6.571211E-06
     4     2  -3.270120E-02  -6.325195E-04
     4     3   6.849134E-04   6.055674E-06
     4     4   3.985346E-02   1.535846E-04
     4     5  -5.314854E-05  -1.655386E-06
     4     6  -2.942695E-04  -5.685607E-06
     5     1   3.257171E-02   6.189622E-04
     5     2   8.495936E-05   1.196206E-05
     5     3  -5.552374E-03  -6.335046E-05
     5     4  -2.318333E-05  -3.017208E-06
     5     5   4.012424E-02   1.506881E-04
     5     6  -3.183881E-05  -5.115493E-07
     6     1  -1.280127E-04  -2.551201E-06
     6     2   1.152468E-03   2.292507E-05
     6     3   1.728525E-07   8.939622E-09
     6     4  -2.929599E-04  -5.566125E-06
     6     5  -3.258661E-05  -6.185401E-07
     6     6   1.050069E-05   2.088597E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.209746E-01             89
     2   1.974273E-05           -155
     3   1.408792E-01            179
     4   3.630043E-04           -120
     5   2.941104E-02             86
     6   1.211070E-04            -91


 ************************************************************************

 Wave period (sec) =  2.243995E+00        Wavenumber (kL) =  8.166930E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.279307E-01   2.766302E-03
     1     2  -3.511086E-07  -9.321089E-07
     1     3   5.028167E-06  -2.478191E-07
     1     4  -4.464866E-06   8.744651E-08
     1     5   3.251532E-02   6.797267E-04
     1     6  -1.279569E-04  -2.775725E-06
     2     1   7.277054E-06  -2.212500E-07
     2     2   1.279337E-01   2.765389E-03
     2     3   1.993529E-05   1.056484E-06
     2     4  -3.252938E-02  -6.802347E-04
     2     5  -2.225255E-06  -3.556629E-08
     2     6   1.151348E-03   2.488665E-05
     3     1  -2.448045E-04  -3.286646E-05
     3     2   4.611784E-04   6.056828E-05
     3     3   6.129066E-01   7.762307E-03
     3     4   9.809013E-04  -5.195497E-06
     3     5  -5.389495E-03  -7.730033E-05
     3     6   4.376117E-06   5.779109E-07
     4     1  -3.974583E-05  -6.659927E-06
     4     2  -3.267767E-02  -6.945043E-04
     4     3   6.845221E-04   6.827526E-06
     4     4   3.985009E-02   1.708443E-04
     4     5  -5.299522E-05  -1.704768E-06
     4     6  -2.940587E-04  -6.243347E-06
     5     1   3.254951E-02   6.806375E-04
     5     2   8.384225E-05   1.216714E-05
     5     3  -5.548601E-03  -7.087708E-05
     5     4  -2.291243E-05  -3.116745E-06
     5     5   4.012107E-02   1.678744E-04
     5     6  -3.182660E-05  -5.713965E-07
     6     1  -1.278885E-04  -2.769355E-06
     6     2   1.151355E-03   2.488734E-05
     6     3   1.724186E-07   9.784443E-09
     6     4  -2.927601E-04  -6.121684E-06
     6     5  -3.256436E-05  -6.803079E-07
     6     6   1.049055E-05   2.267379E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.210808E-01             89
     2   1.943703E-05           -157
     3   1.431841E-01            179
     4   3.473138E-04           -122
     5   2.981727E-02             86
     6   1.212051E-04            -91


 ************************************************************************

 Wave period (sec) =  2.166616E+00        Wavenumber (kL) =  8.711978E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.277774E-01   2.976240E-03
     1     2  -2.669931E-07  -9.636751E-07
     1     3   5.042748E-06  -2.749402E-07
     1     4  -4.470011E-06   9.356924E-08
     1     5   3.248516E-02   7.411408E-04
     1     6  -1.278029E-04  -2.985971E-06
     2     1   7.297209E-06  -2.248891E-07
     2     2   1.277806E-01   2.975294E-03
     2     3   1.986686E-05   1.141028E-06
     2     4  -3.249915E-02  -7.417030E-04
